Hips, 0, 0, 0
Spine, 0.0000, 9.2263, 1.5771
Spine1, 0.0000, 16.2620, -0.1312
Spine2, 0.0000, 13.6862, -1.3858
Neck, 0.0000, 13.8514, -4.2633
Head, -0.0000, 8.3299, 1.7868
Head_End, -0.0000, 21.7450, 0.4050
LeftShoulder, 6.1442, 10.1323, -3.7341
LeftArm, 12.3307, -1.0826, -1.7746
LeftForeArm, 27.6750, 0.0001, -0.0000
LeftHand, 27.8743, -0.0000, -0.0000
LeftHand_End, 12.1908, 0.0000, -0.0000
RightShoulder, -6.1442, 10.1328, -3.7341
RightArm, -12.3306, -1.0830, -1.7746
RightForeArm, -27.6750, 0.0000, -0.0000
RightHand, -27.8743, -0.0000, -0.0000
RightHand_End, -12.1908, 0.0000, -0.0000
LeftUpLeg, 9.6338, -3.2733, 0.0000
LeftLeg, 0.0094, -41.6767, -0.5143
LeftFoot, -0.0093, -39.2282, -2.0617
LeftToeBase, -0.1575, -12.1997, 8.2777
LeftToeBase_End, -0.7619, 0.0253, 10.4371
RightUpLeg, -9.6338, -3.2733, 0.0000
RightLeg, -0.0093, -41.6767, -0.5138
RightFoot, 0.0092, -39.2281, -2.0623
RightToeBase, 0.1575, -12.1997, 8.2777
RightToeBase_End, 0.7619, 0.0253, 10.4372
