Hips, 0, 0, 0
Spine, -0.0002, 9.0229, -0.3034
Spine1, -0.0000, 10.5267, -0.3539
Spine2, -0.0000, 12.0305, -0.4045
Neck, -0.0000, 13.5343, -0.4551
Head, 0.0000, 8.1989, 2.0937
Head_End, -0.0000, 25.4359, -0.0000
LeftShoulder, 5.6804, 11.7430, -0.4274
LeftArm, 11.4755, -3.5178, 0.0554
LeftForeArm, 25.7425, 0.0000, 0.0000
LeftHand, 23.2028, -0.0000, 0.0000
LeftHand_End, 8.5762, 0.0000, 0.0000
RightShoulder, -5.6804, 11.7430, -0.4828
RightArm, -11.4754, -3.5179, -0.0554
RightForeArm, -25.7306, -0.0003, 0.0000
RightHand, -23.1999, -0.0003, 0.0000
RightHand_End, -8.6416, -0.0001, 0.0000
LeftUpLeg, 9.4632, -4.9894, -0.0168
LeftLeg, -0.7217, -44.4784, 0.3178
LeftFoot, 0.7219, -34.9847, -3.0071
LeftToeBase, 0.6894, -15.3915, 10.3627
LeftToeBase_End, 0.6014, 0.1292, 4.9426
RightUpLeg, -9.4630, -4.9899, -0.0898
RightLeg, 0.7218, -44.4799, 0.2621
RightFoot, -0.7218, -34.9823, -2.8785
RightToeBase, -0.6894, -15.3915, 10.6315
RightToeBase_End, -0.6014, 0.1292, 5.0265
