Hips, 0, 0, 0
Spine, -0.0000, 9.7954, 0.0529
Spine1, 0.0000, 11.4279, 0.0618
Spine2, 0.0000, 13.0605, 0.0706
Neck, 0.0000, 14.6931, 0.0794
Head, -0.0000, 6.3619, 0.6989
Head_End, 0.0000, 19.6572, -0.0000
LeftShoulder, 5.3929, 13.2352, 0.0955
LeftArm, 11.1195, -2.7666, 0.0322
LeftForeArm, 24.9833, 0.0004, 0.0000
LeftHand, 23.7726, 0.0005, -0.0000
LeftHand_End, 8.1843, 0.0001, -0.0000
RightShoulder, -5.3929, 13.2352, 0.0633
RightArm, -11.1196, -2.7666, -0.0322
RightForeArm, -26.3123, 0.0005, 0.0000
RightHand, -22.4395, 0.0005, 0.0000
RightHand_End, -7.9992, 0.0001, 0.0001
LeftUpLeg, 9.1595, -5.4443, 0.1817
LeftLeg, 0.6453, -45.7255, -1.1910
LeftFoot, -0.6454, -41.9605, -1.4791
LeftToeBase, 1.6532, -9.2871, 11.8781
LeftToeBase_End, 0.8061, 0.0033, 5.7882
RightUpLeg, -9.1595, -5.4444, 0.2091
RightLeg, -0.6454, -45.7229, -1.2717
RightFoot, 0.6453, -41.9631, -1.4260
RightToeBase, -1.6532, -9.2872, 11.9143
RightToeBase_End, -0.8061, 0.0033, 5.7901
