Hips, 0, 0, 0
Spine, -0.0000, 11.3848, -0.3576
Spine1, -0.0000, 11.0012, 0.0052
Spine2, -0.0000, 11.7908, -1.0022
Neck, -0.0000, 31.6538, -6.2831
Head, -0.0000, 15.9160, 3.3111
Head_End, -0.0000, 18.7145, 7.5086
LeftShoulder, 7.8412, 26.2180, -8.2227
LeftArm, 15.8024, -6.3221, -1.3699
LeftForeArm, 22.1593, -0.0000, 0.0000
LeftHand, 28.1504, -0.0000, 0.0001
LeftHand_End, 14.9491, -0.0000, -0.0000
RightShoulder, -7.8413, 26.2179, -8.2227
RightArm, -15.8025, -6.3219, -1.3699
RightForeArm, -22.1593, -0.0000, 0.0000
RightHand, -28.1503, -0.0000, 0.0001
RightHand_End, -14.9491, -0.0000, 0.0000
LeftUpLeg, 11.5696, -8.1741, 1.1670
LeftLeg, 0.0022, -41.2508, 0.4536
LeftFoot, -0.0023, -41.3602, -3.0823
LeftToeBase, 0.3408, -12.7416, 11.6972
LeftToeBase_End, 2.2210, 0.0037, 14.5904
RightUpLeg, -11.5696, -8.1741, 1.1670
RightLeg, -0.0000, -41.2507, 0.4540
RightFoot, -0.0001, -41.3603, -3.0827
RightToeBase, -0.3407, -12.7417, 11.6972
RightToeBase_End, -2.2210, 0.0035, 14.5899
