Hips, 0, 0, 0
Spine, -0.0002, 8.7752, -0.8686
Spine1, 0.0000, 10.2377, -1.0134
Spine2, 0.0000, 11.7003, -1.1581
Neck, 0.0000, 13.1628, -1.3029
Head, -0.0000, 6.1139, 2.5449
Head_End, 0.0000, 22.4394, -0.0000
LeftShoulder, 5.8845, 11.6917, -1.3023
LeftArm, 11.6836, -2.7948, 0.0012
LeftForeArm, 21.0265, -0.0001, -0.0000
LeftHand, 23.6230, -0.0001, -0.0000
LeftHand_End, 9.3703, -0.0000, -0.0000
RightShoulder, -5.8845, 11.6917, -1.3035
RightArm, -11.6835, -2.7948, -0.0012
RightForeArm, -21.0231, -0.0001, -0.0000
RightHand, -23.6211, -0.0002, -0.0000
RightHand_End, -9.4560, -0.0001, -0.0000
LeftUpLeg, 7.9332, -4.8813, 0.5300
LeftLeg, 0.3567, -44.4347, -0.7765
LeftFoot, -0.3566, -44.4504, -1.9281
LeftToeBase, -0.2704, -10.0025, 16.5398
LeftToeBase_End, 0.1783, -0.1742, 7.8096
RightUpLeg, -7.9329, -4.8817, 0.6181
RightLeg, -0.3567, -44.4319, -0.9232
RightFoot, 0.3567, -44.4529, -1.8695
RightToeBase, 0.2704, -10.0025, 16.1447
RightToeBase_End, -0.1783, -0.1742, 7.6100
