Hips, 0, 0, 0
Spine, 0.0000, 6.6277, -4.4184
Spine1, 0.0000, 8.7026, -1.5345
Spine2, 0.0000, 8.8033, -0.7702
Spine3, 0.0000, 8.8369, -0.0000
Neck, -0.0000, 23.1968, 3.3138
Head, -0.0000, 11.9661, 2.1100
Head_End, 0.0000, 14.3047, -0.0000
RightShoulder, -3.0285, 16.3540, 5.0475
RightArm, -15.0417, 0.0000, -0.0000
RightForeArm, -26.5715, -0.0000, -0.0000
RightHand, -23.6461, 0.0000, -0.0000
RightHand_End, -6.5726, 0.0000, -0.0000
LeftShoulder, 3.0285, 16.3540, 5.0475
LeftArm, 15.0417, 0.0000, 0.0000
LeftForeArm, 26.5715, 0.0000, 0.0000
LeftHand, 23.6461, 0.0000, 0.0000
LeftHand_End, 6.5726, 0.0000, 0.0000
RightUpLeg, -8.9846, -2.6247, -0.0000
RightLeg, 0.0000, -40.8530, 0.0000
RightFoot, 0.0000, -40.2277, 0.0000
RightToeBase, -0.0000, -5.5727, 15.3107
RightToeBase_End, -0.0000, 0.0000, 7.2685
LeftUpLeg, 8.9846, -2.6247, 0.0000
LeftLeg, 0.0000, -40.8530, 0.0000
LeftFoot, 0.0000, -40.2277, 0.0000
LeftToeBase, -0.0000, -5.5727, 15.3107
LeftToeBase_End, -0.0000, 0.0000, 7.2685
