Hips, 0, 0, 0
Spine, -0.0009, 9.9386, 0.7997
Spine1, -0.0000, 11.5944, -0.2858
Spine2, -0.0000, 13.2507, -1.0229
Neck, -0.0000, 14.9071, -5.9029
Head, -0.0000, 10.9141, 1.2117
Head_End, -0.0000, 33.9882, 0.0000
LeftShoulder, 8.2982, 12.0595, -5.8917
LeftArm, 8.6173, -0.6461, 0.0226
LeftForeArm, 28.4466, 0.0006, 0.0000
LeftHand, 27.9888, 0.0006, 0.0000
LeftHand_End, 14.5450, 0.0003, -0.0000
RightShoulder, -8.3822, 12.0013, -5.8916
RightArm, -8.6215, -0.5875, 0.0226
RightForeArm, -29.1515, 0.0019, 0.0000
RightHand, -27.5732, 0.0018, 0.0000
RightHand_End, -12.9337, 0.0008, -0.0000
LeftUpLeg, 12.2018, -1.9950, 0.0132
LeftLeg, -0.0000, -55.1521, 5.9464
LeftFoot, 0.0001, -55.7170, -9.3138
LeftToeBase, 2.2012, -11.2374, 11.1748
LeftToeBase_End, 1.1985, 0.1003, 12.3386
RightUpLeg, -12.2018, -1.9949, 0.0132
RightLeg, 0.0000, -55.1522, 5.9464
RightFoot, 0.0000, -55.7169, -9.3139
RightToeBase, -2.2011, -11.2374, 11.1748
RightToeBase_End, -1.1986, 0.1003, 12.3386
