Hips, 0, 0, 0
Spine, -0.0002, 9.7172, -1.1802
Spine1, 0.0000, 11.3368, -1.3769
Spine2, 0.0000, 12.9563, -1.5737
Neck, 0.0000, 14.5760, -1.7704
Head, -0.0000, 6.7202, 1.9722
Head_End, 0.0000, 21.8855, 0.0000
LeftShoulder, 6.1401, 12.8779, -1.7996
LeftArm, 12.5590, -3.3801, -0.0580
LeftForeArm, 25.5607, -0.0001, -0.0000
LeftHand, 23.4041, -0.0000, 0.0001
LeftHand_End, 12.3940, -0.0000, 0.0000
RightShoulder, -6.1401, 12.8778, -1.7414
RightArm, -12.5589, -3.3800, 0.0581
RightForeArm, -25.5711, -0.0001, 0.0000
RightHand, -23.4017, 0.0000, 0.0001
RightHand_End, -12.2133, 0.0001, -0.0000
LeftUpLeg, 8.0783, -5.4022, -0.5359
LeftLeg, 0.1665, -42.7793, -0.9364
LeftFoot, -0.1660, -42.1351, -1.7972
LeftToeBase, 1.1334, -9.1165, 13.3219
LeftToeBase_End, 0.5916, -0.0544, 6.1774
RightUpLeg, -8.0781, -5.4026, -0.7518
RightLeg, -0.1665, -42.7667, -0.8703
RightFoot, 0.1660, -42.1472, -1.6473
RightToeBase, -1.1334, -9.1168, 13.4165
RightToeBase_End, -0.5916, -0.0546, 6.1514
