Hips, 0, 0, 0
Spine, 0.0025, 10.2468, -1.1829
Spine1, -0.0000, 11.9546, -1.3801
Spine2, -0.0000, 13.6624, -1.5772
Neck, -0.0000, 15.3702, -1.7744
Head, 0.0000, 6.1217, 2.1176
Head_End, -0.0000, 24.8452, -0.0000
LeftShoulder, 6.5841, 13.5643, -1.7666
LeftArm, 13.3221, -3.5314, 0.0155
LeftForeArm, 25.8618, 0.0000, 0.0000
LeftHand, 24.0663, -0.0000, 0.0000
LeftHand_End, 10.1127, 0.0001, 0.0000
RightShoulder, -6.5841, 13.5643, -1.7822
RightArm, -13.3221, -3.5314, -0.0155
RightForeArm, -25.9959, 0.0001, -0.0000
RightHand, -23.9308, 0.0000, 0.0000
RightHand_End, -10.1090, 0.0000, 0.0000
LeftUpLeg, 7.9823, -5.6963, -0.7353
LeftLeg, 1.2074, -42.8724, -0.6006
LeftFoot, -1.2073, -38.1641, -1.9953
LeftToeBase, 1.8419, -10.4104, 14.8361
LeftToeBase_End, 0.8206, -0.1208, 6.9886
RightUpLeg, -7.9851, -5.6924, -0.8311
RightLeg, -1.2084, -42.8210, -0.7330
RightFoot, 1.2083, -38.2195, -1.7668
RightToeBase, -1.8422, -10.4139, 14.8932
RightToeBase_End, -0.8207, -0.1225, 6.9617
