Hips, 0, 0, 0
Spine, 0.0014, 15.0528, 0.3988
Spine1, -0.0000, 11.8060, -0.0892
Spine2, -0.0000, 13.4925, -2.4813
Neck, -0.0000, 15.1791, -3.1971
Head, 0.0000, 6.0383, 1.3941
Head_End, -0.0000, 24.3961, -0.0000
LeftShoulder, 6.4753, 13.2891, -3.2028
LeftArm, 12.7273, -3.8492, -0.0115
LeftForeArm, 27.7219, -0.0000, 0.0000
LeftHand, 21.2558, -0.0000, 0.0000
LeftHand_End, 11.7066, -0.0000, 0.0000
RightShoulder, -6.4753, 13.2891, -3.1914
RightArm, -12.7273, -3.8492, 0.0115
RightForeArm, -27.7288, -0.0000, 0.0000
RightHand, -21.2617, 0.0001, 0.0000
RightHand_End, -11.4903, -0.0000, 0.0000
LeftUpLeg, 9.1436, -5.2696, -0.6045
LeftLeg, 0.7904, -35.8222, -0.7356
LeftFoot, -0.7886, -40.1403, -1.8862
LeftToeBase, 2.4233, -8.3885, 13.8733
LeftToeBase_End, 1.0525, 0.2828, 6.6249
RightUpLeg, -9.1446, -5.2679, -0.9814
RightLeg, -0.7904, -35.8118, -0.1015
RightFoot, 0.7886, -40.1549, -2.1436
RightToeBase, -2.4233, -8.3893, 14.2494
RightToeBase_End, -1.0525, 0.2825, 6.4982
