Hips, 0, 0, 0
Spine, -0.0033, 10.6822, -0.8675
Spine1, -0.0000, 12.4626, -1.0120
Spine2, -0.0000, 14.2429, -1.1566
Neck, -0.0000, 16.0233, -1.3012
Head, 0.0000, 7.7027, 2.6886
Head_End, -0.0000, 22.1968, 0.0000
LeftShoulder, 6.4186, 14.2571, -1.3017
LeftArm, 13.0110, -3.4263, -0.0010
LeftForeArm, 28.4303, -0.0000, 0.0000
LeftHand, 21.7529, -0.0000, 0.0000
LeftHand_End, 10.2683, 0.0000, 0.0001
RightShoulder, -6.4186, 14.2571, -1.3007
RightArm, -13.0110, -3.4265, 0.0010
RightForeArm, -28.4237, -0.0001, 0.0000
RightHand, -21.7411, -0.0001, -0.0000
RightHand_End, -10.0504, -0.0000, 0.0000
LeftUpLeg, 9.5532, -5.9284, -0.2797
LeftLeg, 0.3110, -40.8524, -0.3864
LeftFoot, -0.3108, -37.7846, -2.1463
LeftToeBase, 1.6465, -8.4875, 15.0781
LeftToeBase_End, 0.9377, 0.5599, 6.9054
RightUpLeg, -9.5496, -5.9343, -0.4263
RightLeg, -0.3113, -40.7951, -1.2168
RightFoot, 0.3112, -37.8346, -1.1685
RightToeBase, -1.6466, -8.4881, 15.6750
RightToeBase_End, -0.9377, 0.5596, 6.9154
