Hips, 0, 0, 0
Spine, -0.0000, 14.6525, 0.4325
Spine1, -0.0000, 10.3725, 0.0477
Spine2, -0.0000, 10.0850, 0.3027
Neck, -0.0000, 31.6850, 0.2465
Head, -0.0000, 11.4089, 1.9209
Head_End, 0.0604, 36.9925, 6.6694
LeftShoulder, 10.9129, 26.7327, -2.7056
LeftArm, 13.8949, -9.0169, 1.2157
LeftForeArm, 32.3276, 0.0000, 0.0000
LeftHand, 28.0222, -0.0000, -0.0000
LeftHand_End, 18.1097, -0.0001, -0.0000
RightShoulder, -10.9129, 26.7330, -2.7056
RightArm, -13.8946, -9.0172, 1.2157
RightForeArm, -32.3276, 0.0000, 0.0000
RightHand, -28.0222, -0.0000, 0.0000
RightHand_End, -18.1096, 0.0000, -0.0000
LeftUpLeg, 13.0259, -7.1382, 0.8584
LeftLeg, 0.0000, -35.7311, 3.5196
LeftFoot, 0.0000, -40.1300, -6.0826
LeftToeBase, 0.0000, -16.9968, 16.9443
LeftToeBase_End, 0.0000, 0.0266, 14.8321
RightUpLeg, -13.0259, -7.1383, 0.8584
RightLeg, -0.0000, -35.7311, 3.5194
RightFoot, 0.0000, -40.1301, -6.0825
RightToeBase, -0.0000, -16.9969, 16.9442
RightToeBase_End, -0.0000, 0.0265, 14.8320
